amount,account_age,holder_age,account_balance,transaction_time,entry_type,gender,broswer,avs,cvv,connection_type,card_number,account_type,location,bank,label
7525,151,29,14987,19,magnetic strip,female,Mozilla/5.0,n,2842,https,798,debit,Harare,Agribank,False
7302,252,31,9675,4,online,female,Chrome/41.0.2272.89,y,1703,http,480,credit,Bulawayo,BANC ABC,False
9996,219,51,4114,19,magnetic strip,male,Mozilla/5.0,n,9044,https,675,credit,Gweru,First Capital Bank,False
12879,92,70,4956,17,online,female,Chrome/41.0.2272.89,n,7576,http,495,debit,Marondera,BANC ABC,False
2471,131,66,7947,3,online,male,Chrome/41.0.2272.89,n,8695,http,325,debit,Hwange,FBC Bank,False
9249,159,55,13468,17,online,female,Chrome/41.0.2272.89,y,1681,http,303,credit,Bulawayo,First Capital Bank,False
12599,198,57,4797,13,chip,female,lk/41.0.2272.89,y,1704,http,550,credit,Harare,Steward Bank,False
11803,124,40,2190,7,chip,male,Chrome/41.0.2272.89,n,1265,https,827,debit,Bulawayo,FBC Bank,False
9671,204,34,12925,6,online,female,Chrome/41.0.2272.89,y,7691,https,637,debit,Harare,Agribank,False
7336,237,34,15647,22,online,male,Safari/537.36,n,3552,http,795,credit,Harare,Agribank,False
14852,24,26,13845,6,magnetic strip,male,Mozilla/5.0,n,9225,https,943,credit,Kwekwe,First Capital Bank,False
11871,154,46,6680,18,online,female,Chrome/41.0.2272.89,y,6246,https,304,credit,Bulawayo,Steward Bank,False
4198,109,31,13388,22,magnetic strip,male,Chrome/41.0.2272.89,n,5779,http,521,debit,Rusape,Agribank,False
14166,33,69,11019,13,chip,female,Mozilla/5.0,y,6419,http,633,credit,Gweru,CBZ Bank,False
8365,294,21,4822,15,online,female,Chrome/41.0.2272.89,n,7000,https,228,credit,Harare,FBC Bank,False
4992,36,40,12650,10,magnetic strip,male,Safari/537.36,n,7822,http,360,debit,Harare,FBC Bank,False
568,218,26,13408,5,online,male,Chrome/41.0.2272.89,y,7377,https,660,debit,Bulawayo,BANC ABC,False
410,229,45,11699,8,online,male,Mozilla/5.0,n,2392,https,604,credit,Bulawayo,Agribank,False
10358,23,68,11693,10,online,male,Chrome/41.0.2272.89,y,6320,http,876,credit,Kwekwe,CBZ Bank,False
2986,157,40,10372,19,online,male,Chrome/41.0.2272.89,n,9978,https,877,debit,Hwange,Agribank,False
3156,224,36,622,7,chip,male,Mozilla/5.0,n,5615,http,324,credit,Kwekwe,Steward Bank,False
5272,289,66,13771,9,online,male,Safari/537.36,y,3894,https,626,debit,Bindura,First Capital Bank,False
2088,298,64,12379,8,magnetic strip,male,Chrome/41.0.2272.89,n,5669,https,607,credit,Bindura,Agribank,False
4570,82,36,15951,7,chip,female,Safari/537.36,n,3337,http,358,debit,Harare,BANC ABC,False
2324,144,39,9342,4,online,female,Chrome/41.0.2272.89,n,6442,http,136,debit,Kwekwe,Agribank,False
3733,81,23,6889,14,online,female,Chrome/41.0.2272.89,n,7553,http,561,credit,Hwange,Agribank,False
13216,193,31,7359,16,chip,male,Mozilla/5.0,y,6006,http,435,credit,Bulawayo,Agribank,False
13642,239,66,13317,13,chip,male,Mozilla/5.0,n,6195,http,512,credit,Bulawayo,Agribank,False
5136,217,41,4302,20,chip,female,Chrome/41.0.2272.89,n,3197,https,769,credit,Harare,FBC Bank,False
11770,223,40,909,5,online,female,Mozilla/5.0,n,6518,http,418,debit,Bindura,CBZ Bank,False
12403,113,68,6167,19,magnetic strip,female,Safari/537.36,n,1543,http,783,credit,Harare,CBZ Bank,False
5997,276,31,7321,21,chip,female,Mozilla/5.0,y,6247,https,335,debit,Rusape,Agribank,False
2765,46,25,13463,3,online,female,Safari/537.36,y,5433,http,542,debit,Harare,First Capital Bank,False
14770,88,71,14826,11,chip,male,Safari/537.36,n,5089,http,234,debit,Harare,BANC ABC,False
14586,58,69,12120,14,chip,male,Chrome/41.0.2272.89,n,1377,http,640,credit,Rusape,Agribank,False
941,74,68,5181,17,magnetic strip,female,Mozilla/5.0,y,7401,http,293,debit,Bulawayo,FBC Bank,False
10721,202,48,137,8,online,female,Chrome/41.0.2272.89,y,7570,http,553,credit,Kwekwe,Agribank,False
6788,166,31,12392,8,online,female,Mozilla/5.0,y,7964,https,756,credit,Bindura,CBZ Bank,False
1852,125,51,14596,7,online,female,Chrome/41.0.2272.89,y,2504,https,886,credit,Bulawayo,BANC ABC,False
6817,58,42,13223,4,magnetic strip,female,Chrome/41.0.2272.89,n,7425,https,978,credit,Harare,BANC ABC,False
7802,113,70,12628,16,chip,female,Chrome/41.0.2272.89,y,9281,http,236,credit,Gweru,Agribank,False
11980,153,41,3478,13,magnetic strip,female,Mozilla/5.0,y,7811,http,459,debit,Bulawayo,Agribank,False
14868,128,55,7370,5,chip,female,Mozilla/5.0,y,4653,http,116,credit,Rusape,BANC ABC,False
5719,80,66,10245,9,chip,male,Mozilla/5.0,n,5145,http,371,credit,Bulawayo,Agribank,False
11883,228,41,9070,8,online,male,Chrome/41.0.2272.89,n,9945,http,561,debit,Bulawayo,BANC ABC,False
14623,268,28,14008,11,chip,male,Mozilla/5.0,y,1433,http,175,credit,Rusape,Steward Bank,False
6959,71,21,2005,13,online,female,Mozilla/5.0,n,2446,https,544,credit,Rusape,Agribank,False
13204,172,71,726,22,chip,male,Mozilla/5.0,y,7298,https,990,debit,Rusape,Steward Bank,False
6650,132,42,14849,9,chip,female,Mozilla/5.0,y,9148,http,321,debit,Hwange,FBC Bank,False
14273,130,55,12519,22,online,female,Chrome/41.0.2272.89,y,3213,https,138,credit,Bulawayo,FBC Bank,False
5662,259,42,13490,11,online,female,Mozilla/5.0,n,8497,http,532,credit,Bulawayo,FBC Bank,False
12582,165,52,5107,3,online,female,Chrome/41.0.2272.89,n,2208,http,398,debit,Rusape,CBZ Bank,False
13953,81,62,14170,15,magnetic strip,female,Chrome/41.0.2272.89,n,4068,https,910,credit,Bulawayo,Agribank,False
9202,205,18,1248,17,online,female,Mozilla/5.0,y,6842,https,667,debit,Marondera,Agribank,False
965,225,33,15887,9,online,male,Safari/537.36,n,4992,https,445,debit,Kwekwe,Agribank,False
5219,120,33,6828,20,online,female,Chrome/41.0.2272.89,y,6105,http,936,debit,Bulawayo,First Capital Bank,False
10694,125,46,9624,14,online,male,Safari/537.36,y,9816,https,325,debit,Bulawayo,Agribank,False
14627,71,50,5191,3,online,female,Safari/537.36,y,7721,https,906,debit,Harare,FBC Bank,False
13528,66,23,11551,10,chip,male,Chrome/41.0.2272.89,y,5889,http,760,credit,Bulawayo,Agribank,False
7862,151,28,3149,22,chip,male,Safari/537.36,y,6994,http,135,credit,Harare,Agribank,False
523,64,31,13399,17,magnetic strip,female,Mozilla/5.0,y,9621,http,305,credit,Bulawayo,BANC ABC,False
13368,177,64,10958,7,online,male,Chrome/41.0.2272.89,y,5098,http,223,credit,Gweru,Steward Bank,False
1617,43,47,15076,9,magnetic strip,female,Chrome/41.0.2272.89,n,4226,http,269,credit,Kwekwe,Agribank,False
7931,74,24,172,20,chip,female,Mozilla/5.0,y,5701,http,950,credit,Kwekwe,Agribank,False
9528,158,70,6416,22,online,female,Mozilla/5.0,y,8734,https,843,credit,Gweru,CBZ Bank,False
4667,45,66,13212,21,chip,male,Safari/537.36,n,2929,https,363,debit,Bulawayo,Agribank,False
1660,289,49,5060,11,chip,female,Chrome/41.0.2272.89,n,3242,http,664,credit,Harare,Agribank,False
11788,35,27,5037,3,chip,female,Mozilla/5.0,n,3725,http,420,debit,Harare,Agribank,False
2838,254,24,5275,17,online,female,Safari/537.36,n,9872,http,125,credit,Harare,Agribank,False
12679,247,65,857,8,magnetic strip,male,Mozilla/5.0,y,1177,http,925,debit,Bulawayo,First Capital Bank,False
428,124,41,5172,6,magnetic strip,female,Mozilla/5.0,n,1848,http,738,debit,Gweru,First Capital Bank,False
6026,281,30,7689,6,chip,female,Safari/537.36,y,8042,https,983,debit,Gweru,First Capital Bank,False
7017,253,66,502,22,chip,female,Chrome/41.0.2272.89,n,2229,https,934,credit,Harare,Agribank,False
9912,101,27,3742,17,magnetic strip,female,Safari/537.36,y,2756,http,708,debit,Bulawayo,First Capital Bank,False
8042,56,70,4636,6,magnetic strip,male,AppleWebKit/537.36,y,3669,http,651,credit,Harare,CBZ Bank,False
4537,166,43,3706,17,magnetic strip,male,Chrome/41.0.2272.89,n,6647,http,485,credit,Kwekwe,First Capital Bank,False
11328,21,47,9227,10,online,male,Mozilla/5.0,n,6023,https,833,credit,Bindura,BANC ABC,False
3505,151,31,4546,16,chip,female,Chrome/41.0.2272.89,y,4714,http,650,credit,Bulawayo,BANC ABC,False
13639,136,65,4200,8,chip,female,Chrome/41.0.2272.89,y,4472,https,890,debit,Marondera,FBC Bank,False
3348,213,44,6135,8,magnetic strip,male,Mozilla/5.0,n,1129,https,132,debit,Harare,Agribank,False
9876,109,43,7361,13,magnetic strip,female,Chrome/41.0.2272.89,y,1639,http,828,credit,Bulawayo,Agribank,False
10419,146,62,3849,19,chip,male,Chrome/41.0.2272.89,y,8168,http,218,debit,Kwekwe,Agribank,False
8345,199,34,151,5,chip,female,Chrome/41.0.2272.89,y,6089,https,981,credit,Rusape,Agribank,False
14638,56,60,2555,10,chip,female,Chrome/41.0.2272.89,n,5738,http,820,debit,Kwekwe,FBC Bank,False
8706,49,36,10974,21,magnetic strip,male,Safari/537.36,n,8965,http,119,credit,Harare,CBZ Bank,False
7333,181,31,12140,12,chip,female,Chrome/41.0.2272.89,y,5628,https,979,credit,Harare,CBZ Bank,False
484,27,65,3478,7,chip,female,Linux x86_64,y,4773,https,599,debit,Harare,FBC Bank,False
9640,173,59,9638,12,chip,female,Safari/537.36,y,4402,http,368,credit,Kwekwe,Agribank,False
14310,241,48,3586,11,online,female,Safari/537.36,y,3294,https,491,debit,Kwekwe,Agribank,False
1290,147,47,15141,12,online,male,Safari/537.36,n,6566,http,744,debit,Kwekwe,Agribank,False
6937,58,29,7686,12,chip,female,Safari/537.36,n,2364,http,584,debit,Bulawayo,Steward Bank,False
12305,241,27,8206,20,chip,female,Chrome/41.0.2272.89,n,1626,https,527,debit,Gweru,Agribank,False
3639,185,65,6085,5,online,female,Mozilla/5.0,y,5249,https,433,debit,Harare,Agribank,False
11789,245,58,8208,8,online,female,AppleWebKit/537.36,y,3655,http,458,debit,Bulawayo,Agribank,False
1982,261,56,4714,16,chip,female,Chrome/41.0.2272.89,y,4853,http,165,debit,Bulawayo,Steward Bank,False
5213,160,49,2120,18,magnetic strip,female,Mozilla/5.0,n,5037,http,178,credit,Kwekwe,Steward Bank,False
10716,133,41,4285,10,magnetic strip,male,Mozilla/5.0,y,8503,http,378,debit,Harare,BANC ABC,False
9160,220,18,15941,7,chip,male,Chrome/41.0.2272.89,y,8646,http,420,credit,Kwekwe,Agribank,False
8116,45,42,12758,18,chip,male,AppleWebKit/537.36,n,4328,http,196,credit,Bulawayo,Agribank,False
1433,208,58,14992,9,magnetic strip,female,Mozilla/5.0,n,6902,http,111,credit,Bulawayo,First Capital Bank,False
5801,123,64,6411,4,magnetic strip,male,Chrome/41.0.2272.89,y,9046,http,897,credit,Hwange,Agribank,False
976,219,31,9224,6,magnetic strip,female,Safari/537.36,n,2876,https,965,credit,Kwekwe,First Capital Bank,False
14819,80,52,14367,13,chip,female,Safari/537.36,n,3137,https,413,credit,Kwekwe,Agribank,False
9656,132,72,7078,16,chip,female,Linux x86_64,n,1132,https,130,credit,Bulawayo,First Capital Bank,False
7474,193,56,12083,17,online,female,Linux x86_64,y,3887,http,437,debit,Gweru,First Capital Bank,False
3787,59,24,12727,4,magnetic strip,male,Safari/537.36,n,7122,http,638,credit,Gweru,Agribank,False
1523,82,52,11215,19,online,male,Chrome/41.0.2272.89,y,5584,http,797,debit,Harare,Agribank,False
2588,47,67,2158,16,magnetic strip,female,Chrome/41.0.2272.89,n,9417,https,534,credit,Rusape,Agribank,False
7881,233,52,8778,4,online,male,Linux x86_64,n,9324,http,752,credit,Harare,Agribank,False
5615,125,51,13344,6,online,female,Linux x86_64,y,3459,https,125,credit,Bulawayo,First Capital Bank,False
8538,182,31,8550,14,chip,female,Mozilla/5.0,y,5072,https,993,credit,Bulawayo,First Capital Bank,False
3726,82,22,6229,3,online,female,Safari/537.36,n,2051,http,435,debit,Harare,Steward Bank,False
6226,38,48,2919,11,magnetic strip,male,Mozilla/5.0,y,8910,http,189,debit,Bulawayo,Agribank,False
3142,133,67,11656,18,online,male,Mozilla/5.0,y,1375,http,940,credit,Marondera,First Capital Bank,False
10115,175,72,7554,10,magnetic strip,female,lk/41.0.2272.89,y,7699,https,666,credit,Rusape,FBC Bank,False
8538,39,34,10056,22,magnetic strip,male,lk/41.0.2272.89,y,4833,http,933,debit,Gweru,First Capital Bank,False
7193,109,68,7507,19,online,female,Chrome/41.0.2272.89,n,6207,http,235,debit,Kwekwe,First Capital Bank,False
14704,297,43,11068,22,online,female,Safari/537.36,y,9446,http,835,debit,Harare,First Capital Bank,False
5530,134,19,9558,7,chip,female,Chrome/41.0.2272.89,y,8733,https,743,credit,Bulawayo,CBZ Bank,False
7378,144,57,1633,4,online,female,Chrome/41.0.2272.89,n,9958,https,450,debit,Gweru,FBC Bank,False
1237,80,57,14043,15,online,female,Safari/537.36,n,6894,https,657,credit,Bulawayo,Steward Bank,False
4010,37,64,2977,5,online,male,Chrome/41.0.2272.89,y,1247,https,977,debit,Marondera,CBZ Bank,False
8558,33,43,13989,4,chip,female,Chrome/41.0.2272.89,y,3848,https,992,debit,Hwange,FBC Bank,False
13244,44,27,14183,4,magnetic strip,male,AppleWebKit/537.36,y,6684,http,509,debit,Harare,BANC ABC,False
4699,202,29,2229,10,chip,female,Mozilla/5.0,y,4454,https,831,debit,Rusape,Agribank,False
9691,145,62,11883,15,online,male,Chrome/41.0.2272.89,y,5397,http,736,debit,Harare,Steward Bank,False
4779,68,53,12399,11,online,female,Chrome/41.0.2272.89,n,5265,http,131,debit,Gweru,Agribank,False
5078,69,33,8497,6,magnetic strip,female,lk/41.0.2272.89,y,3669,https,389,debit,Gweru,FBC Bank,False
14068,68,72,10318,12,online,female,Mozilla/5.0,y,5071,http,688,credit,Bulawayo,Agribank,False
566,252,55,13464,10,chip,male,AppleWebKit/537.36,y,6483,http,181,credit,Kwekwe,Agribank,False
1259,182,26,10040,3,online,male,Safari/537.36,y,9513,http,881,debit,Marondera,Agribank,False
7047,167,55,15051,14,online,female,Chrome/41.0.2272.89,y,4060,https,700,credit,Hwange,Agribank,False
1147,132,60,10701,17,chip,male,Mozilla/5.0,n,2635,http,428,debit,Harare,BANC ABC,False
6868,151,53,9098,21,online,male,Chrome/41.0.2272.89,n,7394,http,569,credit,Gweru,FBC Bank,False
14947,214,44,7056,7,chip,male,Chrome/41.0.2272.89,n,2655,https,777,debit,Kwekwe,CBZ Bank,False
14961,256,72,3786,18,chip,female,Chrome/41.0.2272.89,n,3555,https,441,debit,Harare,First Capital Bank,False
4633,255,26,1646,8,chip,female,Mozilla/5.0,n,6880,http,951,credit,Marondera,Agribank,False
14853,230,45,5183,19,magnetic strip,female,Mozilla/5.0,y,4090,https,377,credit,Harare,First Capital Bank,False
3770,161,37,790,11,chip,male,Mozilla/5.0,n,7479,https,770,debit,Bulawayo,Agribank,False
1953,28,43,11518,17,chip,female,Safari/537.36,n,2187,http,675,debit,Harare,Agribank,False
4697,241,25,15324,12,chip,female,Chrome/41.0.2272.89,n,9544,https,345,credit,Bulawayo,Steward Bank,False
4024,118,19,11549,15,magnetic strip,female,Chrome/41.0.2272.89,y,7876,http,859,debit,Kwekwe,CBZ Bank,False
3099,235,19,2292,12,online,male,Mozilla/5.0,y,1060,http,939,credit,Gweru,Agribank,False
14934,286,42,13570,15,magnetic strip,female,Chrome/41.0.2272.89,n,1209,http,518,debit,Bulawayo,Agribank,False
12881,92,24,2647,8,online,male,Mozilla/5.0,y,1067,https,631,debit,Harare,Agribank,False
769,198,31,13432,13,online,male,Chrome/41.0.2272.89,n,4502,https,821,credit,Gweru,Agribank,False
631,27,44,4600,12,online,male,AppleWebKit/537.36,n,5834,http,171,credit,Bulawayo,Agribank,False
3548,267,56,4835,3,magnetic strip,female,Mozilla/5.0,y,9738,https,370,credit,Kwekwe,First Capital Bank,False
935,238,30,10251,11,online,female,Chrome/41.0.2272.89,y,2925,https,182,debit,Marondera,Steward Bank,False
10416,23,35,12897,9,chip,female,Chrome/41.0.2272.89,n,7704,https,594,credit,Bulawayo,Agribank,False
3081,71,56,12498,16,magnetic strip,female,Mozilla/5.0,y,3498,https,156,credit,Gweru,Agribank,False
14627,252,40,5327,11,online,male,Mozilla/5.0,n,4851,http,352,credit,Bulawayo,Agribank,False
14607,152,19,15497,6,chip,male,Mozilla/5.0,n,2371,https,886,credit,Hwange,CBZ Bank,False
14999,139,49,3750,19,online,female,Chrome/41.0.2272.89,y,9160,https,796,debit,Harare,Agribank,False
9902,107,45,3727,13,magnetic strip,female,Chrome/41.0.2272.89,n,4245,http,367,debit,Gweru,Agribank,False
9027,24,44,10156,18,online,male,Mozilla/5.0,n,8242,https,174,debit,Bulawayo,Agribank,False
7570,209,26,7115,7,chip,female,Mozilla/5.0,n,4360,http,257,debit,Bindura,Agribank,False
14453,287,36,8880,18,online,female,Mozilla/5.0,n,9420,https,316,credit,Bulawayo,First Capital Bank,False
10337,33,66,8509,3,magnetic strip,male,Chrome/41.0.2272.89,n,8670,https,804,credit,Bulawayo,CBZ Bank,False
8493,91,49,928,21,magnetic strip,male,Chrome/41.0.2272.89,y,4992,https,540,credit,Bulawayo,Steward Bank,False
14510,219,54,2022,10,chip,female,Chrome/41.0.2272.89,y,9794,http,303,debit,Marondera,CBZ Bank,False
12093,218,62,10288,16,magnetic strip,female,Mozilla/5.0,y,2050,https,255,debit,Bulawayo,Agribank,False
1464,285,42,11546,18,online,male,Chrome/41.0.2272.89,n,5495,http,391,credit,Harare,Agribank,False
5402,182,60,9420,17,online,male,Chrome/41.0.2272.89,n,4277,https,885,debit,Bulawayo,Agribank,False
10860,182,37,3540,14,chip,male,Safari/537.36,y,8264,https,456,debit,Kwekwe,Agribank,False
6215,43,70,11472,6,magnetic strip,male,Mozilla/5.0,n,8690,http,350,debit,Gweru,Agribank,False
4942,223,43,4109,12,magnetic strip,female,AppleWebKit/537.36,n,9644,https,752,debit,Bulawayo,Steward Bank,False
9604,158,37,12982,19,online,female,Chrome/41.0.2272.89,n,2347,http,622,credit,Kwekwe,Agribank,False
2908,113,51,15852,19,magnetic strip,female,Safari/537.36,n,5688,https,962,debit,Marondera,Steward Bank,False
11493,29,60,4311,11,chip,female,Mozilla/5.0,n,9846,http,484,debit,Kwekwe,Agribank,False
3228,148,60,15401,20,chip,female,Chrome/41.0.2272.89,y,3414,https,249,debit,Harare,Steward Bank,False
4018,29,60,7169,5,chip,female,Safari/537.36,y,3455,http,792,debit,Gweru,CBZ Bank,False
3660,276,56,10576,19,online,male,AppleWebKit/537.36,y,4263,https,418,credit,Bulawayo,Steward Bank,False
931,243,61,3737,9,magnetic strip,female,Safari/537.36,y,1185,http,726,credit,Harare,FBC Bank,False
14795,285,35,586,10,chip,male,Chrome/41.0.2272.89,n,8607,https,389,debit,Bulawayo,Agribank,False
3085,287,60,502,22,magnetic strip,female,Mozilla/5.0,n,8676,https,829,credit,Bulawayo,Agribank,False
12810,246,35,1800,15,chip,female,Mozilla/5.0,n,3387,http,251,credit,Hwange,Agribank,False
2465,211,59,8393,3,magnetic strip,female,Safari/537.36,y,4353,http,973,credit,Bulawayo,Agribank,False
1370,141,66,11506,18,magnetic strip,female,Mozilla/5.0,y,4617,https,861,debit,Marondera,BANC ABC,False
8720,209,54,8291,7,magnetic strip,female,Mozilla/5.0,n,8985,https,577,debit,Bulawayo,Steward Bank,False
1101,221,53,408,10,chip,female,Mozilla/5.0,y,6290,http,743,credit,Harare,Agribank,False
7881,53,71,7512,14,online,female,Mozilla/5.0,n,8014,https,794,credit,Bulawayo,Steward Bank,False
9890,31,31,4208,3,chip,female,Chrome/41.0.2272.89,y,5358,https,582,credit,Gweru,Agribank,False
10778,198,54,9193,10,online,female,Mozilla/5.0,y,9575,http,938,debit,Marondera,CBZ Bank,False
7474,265,62,9338,4,online,female,Safari/537.36,y,6362,http,775,debit,Gweru,BANC ABC,False
10504,61,37,14192,8,online,female,Mozilla/5.0,n,7157,http,921,debit,Harare,Agribank,False
9358,71,69,475,22,online,female,Chrome/41.0.2272.89,n,6433,http,448,debit,Harare,Steward Bank,False
1866,288,41,15831,7,online,female,Chrome/41.0.2272.89,y,8474,http,520,debit,Bulawayo,CBZ Bank,False
6815,79,42,14134,7,chip,female,Mozilla/5.0,n,3093,https,117,debit,Bindura,Agribank,False
12953,46,29,5549,11,online,female,Mozilla/5.0,y,2965,https,505,credit,Hwange,FBC Bank,False
12456,160,55,7717,17,chip,male,Chrome/41.0.2272.89,y,3017,http,841,debit,Harare,Agribank,False
6006,268,66,15695,16,chip,male,Chrome/41.0.2272.89,n,2553,https,406,credit,Bulawayo,Agribank,False
10794,273,29,5164,15,online,female,Safari/537.36,y,6261,http,951,debit,Hwange,FBC Bank,False
5414,252,62,6306,4,online,female,Chrome/41.0.2272.89,y,4079,https,532,debit,Kwekwe,Agribank,False
2990,188,43,8585,17,magnetic strip,male,Mozilla/5.0,y,9473,https,128,debit,Rusape,CBZ Bank,False
4287,135,63,491,13,online,male,Mozilla/5.0,y,4141,https,728,debit,Gweru,FBC Bank,False
10845,161,59,1438,16,online,female,Chrome/41.0.2272.89,y,1756,http,593,debit,Hwange,Agribank,False
8017,63,61,1133,5,chip,female,Mozilla/5.0,y,9548,https,289,debit,Harare,Agribank,False
11035,110,58,13824,17,chip,female,Mozilla/5.0,n,8804,http,494,credit,Gweru,Agribank,False
1885,25,33,10994,7,chip,male,Chrome/41.0.2272.89,n,9815,http,400,debit,Rusape,FBC Bank,False
2288,201,21,2504,7,magnetic strip,male,Chrome/41.0.2272.89,y,8334,https,974,credit,Kwekwe,Steward Bank,False
1494,252,67,9791,12,chip,female,Safari/537.36,y,4873,https,736,debit,Harare,Agribank,False
2278,291,57,6955,11,chip,female,Safari/537.36,n,2865,http,654,debit,Gweru,Agribank,False
12929,44,38,4397,20,chip,female,Safari/537.36,y,6814,https,118,debit,Hwange,BANC ABC,False
13816,156,30,13538,7,magnetic strip,male,Mozilla/5.0,n,6480,https,464,debit,Gweru,Steward Bank,False
2660,283,72,11691,21,chip,female,Mozilla/5.0,n,3124,http,239,debit,Gweru,Agribank,False
5360,166,22,14387,7,chip,female,Mozilla/5.0,y,3511,http,379,credit,Marondera,CBZ Bank,False
7165,245,20,1143,14,online,male,Mozilla/5.0,n,7355,https,635,credit,Harare,First Capital Bank,False
6010,174,41,6291,13,magnetic strip,female,Mozilla/5.0,n,5973,https,472,debit,Bulawayo,CBZ Bank,False
12779,210,63,4002,14,chip,male,Safari/537.36,n,7929,https,308,credit,Bulawayo,FBC Bank,False
5760,48,21,2503,5,magnetic strip,male,Mozilla/5.0,y,1816,http,519,debit,Kwekwe,FBC Bank,False
14366,204,63,10397,9,magnetic strip,male,Safari/537.36,y,8152,http,297,debit,Bulawayo,Agribank,False
10791,291,41,7396,5,online,male,Chrome/41.0.2272.89,y,3523,https,645,credit,Hwange,Agribank,False
4262,201,28,1114,17,chip,male,Chrome/41.0.2272.89,n,8085,http,430,debit,Harare,FBC Bank,False
1727,293,30,3152,18,online,female,Mozilla/5.0,n,1012,https,518,debit,Bulawayo,FBC Bank,False
6017,71,62,5533,6,online,male,Mozilla/5.0,n,5621,http,316,credit,Harare,Agribank,False
7872,189,65,12653,21,online,male,Chrome/41.0.2272.89,y,7549,http,898,credit,Rusape,First Capital Bank,False
7419,100,54,5247,12,online,female,Mozilla/5.0,y,7001,https,399,debit,Harare,BANC ABC,False
12355,82,42,10108,5,magnetic strip,female,Chrome/41.0.2272.89,y,8338,http,168,credit,Bulawayo,CBZ Bank,False
12805,88,64,3970,11,magnetic strip,male,Safari/537.36,y,3186,https,493,credit,Kwekwe,FBC Bank,False
5460,89,59,10771,12,online,female,Chrome/41.0.2272.89,y,6933,https,662,debit,Harare,Agribank,False
10857,136,26,14354,13,online,female,Mozilla/5.0,y,5558,http,631,debit,Kwekwe,BANC ABC,False
837,133,31,5326,19,online,female,Mozilla/5.0,n,1488,http,136,debit,Bulawayo,First Capital Bank,False
11429,242,67,1733,14,online,female,Safari/537.36,y,7860,https,984,credit,Harare,First Capital Bank,False
3330,63,44,13241,20,chip,male,Chrome/41.0.2272.89,n,2706,https,889,credit,Bindura,First Capital Bank,False
1000,227,54,10663,12,online,male,Chrome/41.0.2272.89,n,9680,http,675,debit,Bulawayo,BANC ABC,False
8760,158,28,3285,4,magnetic strip,female,Mozilla/5.0,y,3605,http,308,credit,Marondera,FBC Bank,False
4642,220,60,2064,10,online,female,Mozilla/5.0,n,9616,http,171,debit,Harare,BANC ABC,False
6468,295,26,6721,5,online,female,Mozilla/5.0,y,8119,http,645,credit,Rusape,FBC Bank,False
9401,294,39,13383,3,chip,female,Chrome/41.0.2272.89,n,2423,http,625,credit,Bulawayo,BANC ABC,False
6570,186,39,2031,3,chip,male,Chrome/41.0.2272.89,n,2397,http,191,debit,Hwange,Steward Bank,False
656,170,65,7038,7,online,female,Mozilla/5.0,y,8438,http,273,debit,Hwange,BANC ABC,False
9280,90,54,613,8,online,female,Mozilla/5.0,y,9453,http,614,credit,Hwange,Agribank,False
3751,92,48,15949,4,online,female,Mozilla/5.0,y,1457,http,216,debit,Harare,Agribank,False
4012,227,46,1333,5,chip,female,Mozilla/5.0,n,9508,http,538,credit,Hwange,FBC Bank,False
1929,262,36,11043,11,chip,male,Mozilla/5.0,n,4149,http,131,credit,Bulawayo,Agribank,False
11866,163,68,8010,3,online,male,Safari/537.36,y,8631,http,985,debit,Harare,FBC Bank,False
14056,37,47,1720,16,chip,male,Safari/537.36,y,3351,http,667,debit,Gweru,Steward Bank,False
13305,254,71,12388,7,magnetic strip,female,Mozilla/5.0,n,9392,http,447,credit,Bulawayo,First Capital Bank,False
7628,245,70,11757,8,magnetic strip,female,AppleWebKit/537.36,y,5499,http,711,credit,Bindura,First Capital Bank,False
13659,144,42,1765,8,chip,female,Safari/537.36,y,2569,http,601,debit,Bindura,Agribank,False
12583,278,54,13964,9,chip,female,Safari/537.36,y,7798,http,446,credit,Gweru,Steward Bank,False
5539,74,63,12992,16,online,female,Chrome/41.0.2272.89,y,5379,http,131,debit,Bulawayo,CBZ Bank,False
4515,128,26,8676,20,chip,male,Safari/537.36,y,6161,http,946,credit,Kwekwe,Steward Bank,False
3657,276,36,8606,9,chip,female,Chrome/41.0.2272.89,y,3049,http,473,debit,Bulawayo,Agribank,False
7701,37,46,6362,11,magnetic strip,male,Chrome/41.0.2272.89,n,6874,https,491,credit,Bulawayo,FBC Bank,False
4860,100,27,15529,11,chip,female,Chrome/41.0.2272.89,y,7250,https,133,debit,Harare,Agribank,False
1931,135,24,2505,6,magnetic strip,male,Mozilla/5.0,y,6099,https,224,credit,Kwekwe,First Capital Bank,False
6531,155,34,11703,5,chip,female,Chrome/41.0.2272.89,n,5914,http,261,debit,Bulawayo,Agribank,False
7509,191,23,8205,11,chip,female,Safari/537.36,y,2748,https,542,credit,Harare,BANC ABC,False
10616,291,40,3485,3,magnetic strip,male,Safari/537.36,n,6927,https,208,credit,Harare,Agribank,False
8555,208,21,6541,14,magnetic strip,female,Safari/537.36,y,4845,http,226,credit,Bulawayo,FBC Bank,False
14447,191,43,3802,18,online,male,Safari/537.36,y,9039,https,415,credit,Marondera,Agribank,False
865,194,59,11532,11,online,male,Mozilla/5.0,n,9377,https,838,credit,Bulawayo,Agribank,False
819,239,42,12532,7,online,female,Chrome/41.0.2272.89,y,5621,https,126,debit,Bulawayo,FBC Bank,False
